platform,author,rating,title,content,date,thumbs_up,developer_reply,app_identifier
Android,백종찬,5,,여기서 비교하면 다른곳보다 편하고 좋아요 ㅎㅎ 완전 추천해요,2025-08-15 16:19:48,0.0,안녕하세요 고객님. 중고차 비교는 역시 차차차! 이렇게 만족해 주시고 추천까지 해주시니 큰 응원이 됩니다. 고객님 곁에 더 든든한 서비스로 달려가겠습니다^^,kr.co.kbc.cha.android
Android,나는고양이있어,5,,kb차차차를 통해 중고차 거래를 안심되게 할 수 있을거같아요 중고차 알아보기도 쉬워요,2025-08-15 16:13:14,0.0,안녕하세요 고객님. 중고차 거래는 무엇보다 신뢰가 가장 중요하죠! KB차차차가 든든한 동반자가 될 수 있도록 꾸준히 노력하겠습니다. 감사합니다 고객님^^,kr.co.kbc.cha.android
Android,김요셉,5,,"제 차 시세 알아보려고 깔았는데, 너무 쉽고 정확하게 조회되길래 깜짝 놀랬어요. 신차 가격이랑 비교해서 감가 예상 시세까지 알려주니 좋더라구요. 앱 자체도 복잡하지 않고 첨 쓰는 사람도 헤매지 않게 직관적인게 맘에 들었어요. 중고차 거래 생각하시는 분들께 무조건 추천하고 싶어요!",2025-08-15 16:07:31,33.0,"안녕하세요 고객님. 정성 어린 말씀 진심으로 감사드립니다. 시세 조회와 감가 예상 시세, 직관적인 사용성까지 만족해 주셔서 큰 힘이 됩니다. 말씀해 주신 것처럼 중고차 거래에서 가장 중요한 건 '쉽고 정확한 정보'라고 생각합니다. 앞으로도 고객님께서 안심하고 이용하실 수 있도록 꾸준히 개선해 나가겠습니다. 감사합니다^^",kr.co.kbc.cha.android
Android,조한신,2,,차정보 보기좋음 구매하지 않아도 정보많음,2025-08-15 16:06:38,0.0,안녕하세요 고객님. 차량 정보가 많아 도움이 되셨다니 정말 기쁩니다^^ 앞으로도 누구나 쉽게 비교하고 안심할 수 있도록 꼼꼼히! 챙기겠습니다. 감사합니다!,kr.co.kbc.cha.android
Android,돈이오브스져,5,,차가 다양해서 좋고 가격도 저렴합니다 ㅎㅎ,2025-08-15 16:06:28,0.0,안녕하세요 고객님. 차값 비교가 쉬워야 진짜 차차차죠! 고객님 덕분에 더 힘내서 달려보겠습니다! 감사합니다^^,kr.co.kbc.cha.android
Android,김기철,5,,내 차 시세정보 및 관리에 있어서 보기 편하고 중고차 알아보기도 간편하고 좋아요!,2025-08-15 16:04:12,0.0,안녕하세요 고객님. 똑똑한 AI 시세정보와 내차관리 서비스가 역시 차차차의 큰 장점이죠! 고객님께서 해주신 칭찬이 큰 힘이 됩니다. KB차차차만의 장점이 더 잘 느껴지실 수 있도록 꾸준히 개선해 나가겠습니다. 감사합니다!,kr.co.kbc.cha.android
Android,희하,5,,내 차 비교도 할 수 있고 커뮤니티가 잘 되어있습니다 중고차를 구매하거나 차종의 정보를 알 수 있게 잘 되어 있는 어플이라고 생각합니다,2025-08-15 16:03:00,0.0,안녕하세요 고객님. 따뜻한 리뷰 덕분에 KB차차차도 힘껏 달려갑니다! 언제나 든든한 드라이빙 파트너가 되어드릴게요!,kr.co.kbc.cha.android
Android,성진홍,5,,차량 시세비교가 용이합니다,2025-08-15 16:03:00,0.0,안녕하세요 고객님. 소중한 말씀 감사합니다. 고객님께서 편하게 시세를 비교하실 수 있도록 항상 정확하고 신뢰할 수 있는 정보를 제공해드리겠습니다. 감사합니다!,kr.co.kbc.cha.android
Android,Seungmin nob,5,,중고차 매매에 있어서 합리적이고 다양한 매물들을 많이 보유하고 있어 둘러보기 좋네요 인증도 되있으니 믿고 해볼만한 서비스라고 생각됩니다.,2025-08-15 16:02:58,0.0,안녕하세요 고객님. 따뜻한 마음 전해주셔서 정말 감사합니다. 고객님께서 차를 찾는 여정이 늘 즐겁고 편안할 수 있도록 더 노력하겠습니다! 감사합니다♥,kr.co.kbc.cha.android
Android,서효진 (서하마),5,,중고차 매매뿐만 아니라 다양한 차에 대한 관리! 그리고 믿을수 있는 KB를 통해 이용할 수 있는 어플입니다,2025-08-15 16:01:31,0.0,안녕하세요 고객님. 차량 관리부터 매매까지 믿고 이용할 수 있는 앱으로 봐주셔서 진심으로 감사합니다. 말씀해주신 신뢰에 보답할 수 있도록 더 편리하고 든든한 서비스로 발전해 나가는 KB차차차가 되겠습니다! 감사합니다!,kr.co.kbc.cha.android
Android,김희선,4,,내차 시세를 빠르고 간편하게 조회해볼 수 있어 좋았어요,2025-08-08 17:35:56,0.0,안녕하세요 고객님. 간편하고 신속하게 내 차 시세를 확인하실 수 있었다는 말씀에 저희가 드리고자 한 가치가 잘 전해진 것 같아 뿌듯함을 느낍니다. KB차차차는 검증된 데이터를 토대로 신속하면서도 정확한 시세 산출을 위해 늘 노력하고 있습니다. 언제든 믿고 확인하실 수 있는 서비스가 되겠습니다!,kr.co.kbc.cha.android
Android,아가페,5,,너무 좋습니다,2025-08-08 17:33:10,0.0,"안녕하세요 고객님, 따뜻한 말씀 정말 감사합니다. 고객님께서 '너무 좋다'고 느껴주신 순간이 저희에게는 큰 보람으로 느껴집니다. KB차차차를 통해 언제나 만족과 신뢰를 드릴 수 있도록 지속 노력해나가겠습니다. 감사합니다^^",kr.co.kbc.cha.android
iOS,JustinYJ,1,1대1 문의하기가 없나요?,"딜러한테 문의 하기 말고 앱 사용문의 같은게 없나요?
내차팔기로 사진 올리고 경매 시작하기 누르면 데이터처리중 오류가 발생 했습니다. 뜨고 진행이 안되요.
여기서 차 팔고 싶겠습니까?",2025-08-07 17:25:14,,,1112366886
iOS,웬월,5,선물,굿,2025-08-07 13:52:19,,,1112366886
Android,SOOJIN PARK,1,,내차팔기셀프시 계속 데이터오류로 진행이안됨. 지우고다시해도 안됨. 시간낭비. 다른 엔카나 이런데가날것같음.,2025-08-05 15:55:29,0.0,"안녕하세요 고객님, KB차차차 입니다. 저희 서비스를 이용하시던 중에 불편함을 느끼시게 해드려 대단히 죄송합니다. 불편함을 느끼셨음에도 불구하고 의견 남겨주심에 또한 감사드리며, 내차팔기 셀프 진행 시 보다 안정적이고 개선된 서비스를 제공해 드릴 수 있도록 노력하겠습니다. 기회가 되신다면 KB차차차를 다시 한 번 찾아주시길 소망합니다. 한 걸음 한 걸음 고객님 곁으로 다가가는 KB차차차가 되도록 노력하겠습니다. 감사합니다.",kr.co.kbc.cha.android
Android,ko ko,1,,동시에 올린 3개의 앱중에 제일 엄청 꼼꼼하게 자세하게 차량 검진을 함 전문적으로 느껴져서 오히려 좋음 근데 하늘에 맹세코 차를 수리하거나 고친적이 전혀 없는데 뒷판이 교체된 흔적이 있다고 그렇게 올림 진짜ㅋㅋ너무 억울하고 당황;신차로 구매해서 3만도 타지않은 차고 타이어 엔진오일 교체 말고 수리를 한 적이 1도 없음; 타 업체 총 3개앱으로 검진해서 올린건데 여기서만 그렇게 판단내리고 가격도 젤 후려쳐짐 아무리 아니라고해도 자기가 보기엔 그래서 어쩔 수 없다고함 ㅋㅋ 진짜 어이가 없음 어차피 본인이 그렇게 검진했다는데 뭐 더이상 거론해봤자 의미도 없고 다른 앱도 올렸으니 그냥 날도 더운데 소모전 할 이유도 없어서 알았다고하고 경매 시작했는데 역시나 가격 후려쳐지고 결국 다른앱에서 판매진행 중이지만 사람하는 일이나 당연히 이런일 저런일 생길수도 있지만 진짜 이건 차가격에 너무 영향을 주는 부분이라 이런 실수가 일어나는건 좀 더 보완책이 필요할 듯,2025-08-02 21:37:15,56.0,"안녕하세요 고객님, KB차차차 입니다. 고객님께서 소중히 운행해오신 차량을 저희 KB차차차를 통해 판매 진행하시고자 하셨는데, 이런 불편함을 느끼게 해드려 너무 죄송합니다. 더불어 KB차차차의 개선을 위해 이렇게 상세히 리뷰 남겨주신데 대해 감사드립니다. 말씀주신 차량 검진 부분에 대해서는 실수나 오류가 없도록 관련 프로세스를 다시 한 번 확인하여 더 나은 서비스를 제공드릴 수 있도록 노력하겠습니다. 다시 한 번 KB차차차를 찾아주신다면 KB차차차를 통해 만족을 느끼실 수 있도록 언제나 노력하는 KB차차차가 되겠습니다. 고객님의 관심에 항상 감사드립니다!",kr.co.kbc.cha.android
Android,호피,1,,"회원가입, 로그인, 아이디비번찾기 오류가 많음.",2025-07-22 14:45:01,1.0,"안녕하세요 고객님, KB차차차입니다. 우선 KB차차차 이용에 불편을 드려 대단히 죄송합니다.
오류가 발생할 경우 KB차차차 대표번호 1670-4777로 연락주시면 최선을 다해 도와드리도록 하겠습니다. 다시 한 번 이용에 불편을 드려 대단히 죄송합니다. 감사합니다.",kr.co.kbc.cha.android
iOS,고흐곰,5,좋아요,속도빠르고 이벤트빠방,2025-07-20 06:53:10,,,1112366886
Android,그까이꺼,4,,조금 제미없음,2025-07-20 02:03:28,0.0,"안녕하세요 고객님, KB차차차입니다. 우선 KB차차차 이용에 불편을 드려 대단히 죄송합니다.
오류가 발생할 경우 KB차차차 대표번호 1670-4777로 연락주시면 최선을 다해 도와드리도록 하겠습니다. 다시 한 번 이용에 불편을 드려 대단히 죄송합니다. 감사합니다.",kr.co.kbc.cha.android
Android,김순옥,5,,처음뵙는데도 믿음이 가는 진솔한 만남였어요 만족했습니다,2025-07-19 07:43:00,0.0,"안녕하세요 고객님, KB차차차입니다. 차차차는 고객님들에게 최적의 사용성과 편리함을 제공하기 위해 노력하고 있습니다.
복잡한 어플은 이제 그만! 차차차 홈화면에서 간편하게 차량 검색, 내차 시세 조회, 내차 관리 등 차차차에서만 만날 수 있는 기능을 최대로 이용해보세요! 감사합니다.",kr.co.kbc.cha.android
Android,김성륜,2,,차량을 보다가 로그인 했을때 보던 차량이 아닌 메인 화면으로 돌아가는게 과연 맞는것일까 고민해보시면 좋을것 같습니다,2025-07-06 22:09:58,0.0,"안녕하세요 고객님, KB차차차입니다. 우선 KB차차차 이용에 불편을 드려 대단히 죄송합니다.
오류가 발생할 경우 KB차차차 대표번호 1670-4777로 연락주시면 최선을 다해 도와드리도록 하겠습니다. 다시 한 번 이용에 불편을 드려 대단히 죄송합니다. 감사합니다.
",kr.co.kbc.cha.android
iOS,뚜아우지니맘,5,이벤트 잘걸려요!!!,고맙습니당,2025-07-03 17:55:55,,,1112366886
Android,RED HONG (RED),3,,UI 디자인 누가함 도대체.... 00년대 필나네,2025-06-28 15:49:04,0.0,"안녕하세요 고객님, KB차차차입니다. 우선 KB차차차 이용에 불편을 드려 대단히 죄송합니다.
오류가 발생할 경우 KB차차차 대표번호 1670-4777로 연락주시면 최선을 다해 도와드리도록 하겠습니다. 다시 한 번 이용에 불편을 드려 대단히 죄송합니다. 감사합니다.",kr.co.kbc.cha.android
Android,박세리,5,,깔끔하고 유용해요~,2025-06-27 19:43:20,0.0,"안녕하세요 고객님, KB차차차입니다. 차차차는 고객님들에게 최적의 사용성과 편리함을 제공하기 위해 노력하고 있습니다.
복잡한 어플은 이제 그만! 차차차 홈화면에서 간편하게 차량 검색, 내차 시세 조회, 내차 관리 등 차차차에서만 만날 수 있는 기능을 최대로 이용해보세요! 감사합니다.",kr.co.kbc.cha.android
Android,최성경,5,,kb차차차 덕분에 중고차도 더 믿고 구매할 수 있을 것 같아요~,2025-06-27 17:20:35,1.0,"안녕하세요 고객님, KB차차차입니다. 차차차는 고객님들에게 최적의 사용성과 편리함을 제공하기 위해 노력하고 있습니다.
복잡한 어플은 이제 그만! 차차차 홈화면에서 간편하게 차량 검색, 내차 시세 조회, 내차 관리 등 차차차에서만 만날 수 있는 기능을 최대로 이용해보세요! 감사합니다.",kr.co.kbc.cha.android
Android,gu ggle,5,,차를 중고로 매매할 수 있어서 좋아요. 깨끗하게 잘 쓰고 나서 다시 좋은 가격에 매도하여 다시 목돈을 마련할 기회가 되네요. 첫 차는 여기서 중고차로 사려구요. 좋은 구매 합니다~,2025-06-27 17:17:21,0.0,"안녕하세요 고객님, KB차차차입니다. 차차차는 고객님들에게 최적의 사용성과 편리함을 제공하기 위해 노력하고 있습니다.
복잡한 어플은 이제 그만! 차차차 홈화면에서 간편하게 차량 검색, 내차 시세 조회, 내차 관리 등 차차차에서만 만날 수 있는 기능을 최대로 이용해보세요! 감사합니다.",kr.co.kbc.cha.android
Android,멋쟁이신사,5,,정말 잘 쓰고있는 앱입니다 차에 대한 많은 정보를 얻을 수 있고 깔끔한 앱 기동성으로 사용하기도 편하네요 차가 있으신 분들에게는 최고의 앱이고 앞으로도 자주 사용하게 될거같아요!,2025-06-27 16:53:32,0.0,"안녕하세요 고객님, KB차차차입니다. 차차차는 고객님들에게 최적의 사용성과 편리함을 제공하기 위해 노력하고 있습니다.
복잡한 어플은 이제 그만! 차차차 홈화면에서 간편하게 차량 검색, 내차 시세 조회, 내차 관리 등 차차차에서만 만날 수 있는 기능을 최대로 이용해보세요! 감사합니다.",kr.co.kbc.cha.android
Android,김용관,5,,아주 잘쓰고있습니다,2025-06-27 16:38:49,0.0,"안녕하세요 고객님, KB차차차입니다. 차차차는 고객님들에게 최적의 사용성과 편리함을 제공하기 위해 노력하고 있습니다.
복잡한 어플은 이제 그만! 차차차 홈화면에서 간편하게 차량 검색, 내차 시세 조회, 내차 관리 등 차차차에서만 만날 수 있는 기능을 최대로 이용해보세요! 감사합니다.",kr.co.kbc.cha.android
Android,김한별,5,,중고차 거래앱으로 시세파악을 할 수 있어서 좋습니다 ㅎ,2025-06-27 16:26:22,0.0,"안녕하세요 고객님, KB차차차입니다. 차차차는 고객님들에게 최적의 사용성과 편리함을 제공하기 위해 노력하고 있습니다.
복잡한 어플은 이제 그만! 차차차 홈화면에서 간편하게 차량 검색, 내차 시세 조회, 내차 관리 등 차차차에서만 만날 수 있는 기능을 최대로 이용해보세요! 감사합니다.",kr.co.kbc.cha.android
Android,깡깡,5,,kb차차차앱으로 중고차 거래를 간편하게 안전하게 할수 있어서 너무 좋아요 차량검색과 비교가 정확하고 편리합니다 강력 추천합니다,2025-06-27 16:25:18,0.0,"안녕하세요 고객님, KB차차차입니다. 차차차는 고객님들에게 최적의 사용성과 편리함을 제공하기 위해 노력하고 있습니다.
복잡한 어플은 이제 그만! 차차차 홈화면에서 간편하게 차량 검색, 내차 시세 조회, 내차 관리 등 차차차에서만 만날 수 있는 기능을 최대로 이용해보세요! 감사합니다.",kr.co.kbc.cha.android
Android,백기철,5,,앱 구성이 아주 좋습니다.,2025-06-27 16:16:14,0.0,"안녕하세요 고객님, KB차차차입니다. 차차차는 고객님들에게 최적의 사용성과 편리함을 제공하기 위해 노력하고 있습니다.
복잡한 어플은 이제 그만! 차차차 홈화면에서 간편하게 차량 검색, 내차 시세 조회, 내차 관리 등 차차차에서만 만날 수 있는 기능을 최대로 이용해보세요! 감사합니다.",kr.co.kbc.cha.android
Android,Google 사용자,5,,좋아요!,2025-06-27 16:12:08,0.0,"안녕하세요 고객님, KB차차차입니다. 차차차는 고객님들에게 최적의 사용성과 편리함을 제공하기 위해 노력하고 있습니다.
복잡한 어플은 이제 그만! 차차차 홈화면에서 간편하게 차량 검색, 내차 시세 조회, 내차 관리 등 차차차에서만 만날 수 있는 기능을 최대로 이용해보세요! 감사합니다.",kr.co.kbc.cha.android
Android,겨리튜브,5,,"다른 어플보다 구성이 잘되어있다. 나름 잘사용중이며 시세조회용으로도 좋다 굿 차량종류도 많고, 매물도 많아서 중고차 어플중 최고",2025-06-27 16:10:16,1.0,"안녕하세요 고객님, KB차차차입니다. 칭찬, 진심으로 감사드립니다 ^^ KB차차차는 고객님들께서 보다 쉽고 편리하게 중고차를
거래하실 수 있도록 다양한 서비스를 통해 도와드리고 있어요.
소중한 리뷰 감사드리고 앞으로도 KB차차차에 많은 사랑과 관심 부탁드립니다. 감사합니다",kr.co.kbc.cha.android
Android,suu H,5,,쉽게 비교해볼수있고 앱 사용하기도 편해요 다양한 이벤트도 있어서 좋아요,2025-06-27 16:06:21,0.0,"안녕하세요 고객님, KB차차차입니다. 칭찬, 진심으로 감사드립니다 ^^ KB차차차는 고객님들께서 보다 쉽고 편리하게 중고차를 거래하실 수 있도록 다양한 서비스를 통해 도와드리고 있어요. 소중한 리뷰 감사드리고 앞으로도 KB차차차에 많은 사랑과 관심 부탁드립니다. 감사합니다",kr.co.kbc.cha.android
Android,한규태,5,,예전에 비해 정말 좋아졌네요! 중고차 신뢰도 높이는데 많은 기여를한거같아요ㅎ,2025-06-27 16:06:10,0.0,"안녕하세요 고객님, KB차차차입니다. 칭찬, 진심으로 감사드립니다 ^^ KB차차차는 고객님들께서 보다 쉽고 편리하게 중고차를 거래하실 수 있도록 다양한 서비스를 통해 도와드리고 있어요. 소중한 리뷰 감사드리고 앞으로도 KB차차차에 많은 사랑과 관심 부탁드립니다. 감사합니다",kr.co.kbc.cha.android
Android,허준형,5,,KB 차차차 어플은 혜택이 좋은 것 같아요!!,2025-06-27 16:05:19,0.0,"안녕하세요 고객님, KB차차차입니다. 칭찬, 진심으로 감사드립니다 ^^ KB차차차는 고객님들께서 보다 쉽고 편리하게 중고차를 거래하실 수 있도록 다양한 서비스를 통해 도와드리고 있어요. 소중한 리뷰 감사드리고 앞으로도 KB차차차에 많은 사랑과 관심 부탁드립니다. 감사합니다",kr.co.kbc.cha.android
Android,이이동규,5,,앱 ui가 깔끔하고 사용하기 간편해서 좋았어요. 원하는 차량 검색도 다양한 조건에 맞춰서 검색할 수 있는 점이 맘에듭니다!,2025-06-27 16:05:03,0.0,"안녕하세요 고객님, KB차차차입니다. 칭찬, 진심으로 감사드립니다 ^^ KB차차차는 고객님들께서 보다 쉽고 편리하게 중고차를 거래하실 수 있도록 다양한 서비스를 통해 도와드리고 있어요. 소중한 리뷰 감사드리고 앞으로도 KB차차차에 많은 사랑과 관심 부탁드립니다. 감사합니다",kr.co.kbc.cha.android
Android,쪼나무,5,,중고차 살때 너무 좋아요!! 추천합니다,2025-06-27 16:04:31,0.0,"안녕하세요 고객님, KB차차차입니다. 칭찬, 진심으로 감사드립니다 ^^ KB차차차는 고객님들께서 보다 쉽고 편리하게 중고차를 거래하실 수 있도록 다양한 서비스를 통해 도와드리고 있어요. 소중한 리뷰 감사드리고 앞으로도 KB차차차에 많은 사랑과 관심 부탁드립니다. 감사합니다",kr.co.kbc.cha.android
Android,*채윤,5,,잘 사용하고 있습니다~ 더 합리적인 가격이면 좋겠어요,2025-06-27 16:03:53,0.0,"안녕하세요 고객님, KB차차차입니다. 차차차는 고객님들에게 최적의 사용성과 편리함을 제공하기 위해 노력하고 있습니다.
복잡한 어플은 이제 그만! 차차차 홈화면에서 간편하게 차량 검색, 내차 시세 조회, 내차 관리 등 차차차에서만 만날 수 있는 기능을 최대로 이용해보세요! 감사합니다.",kr.co.kbc.cha.android
Android,전영주,5,,"첫 차로는 중고차 사야지 하고 중고차 매물을 알아보고 구매하려고 가입했는데 어쩌다보니 신차 구매한 사람입니다. 신차여도 내 차 번호만 입력해놓으면 차고 안의 내 차 시세변동을 실시간으로 알려줘서 유용합니다. 특히나 차량검사일, 보험료, 나와 같은 차를 어떤 연령 성별이 타는지도 통계 내주는게 좋아요!! 거기다가 차량 소모품 교체 관리도 굿굿",2025-06-27 16:02:28,9.0,"안녕하세요 고객님, KB차차차입니다. 모니터가 왜이렇게 밝나 했더니 고객님 리뷰가 빛나고 있었네요_★ 그럼요그럼요! KB차차차를 깔고 ~ 나의 성공시대 시작됐따 ♬ KB차차차를 깔고 ~ 내가 찾는 차가 많아졌다 ♬ 국내 최다 매물을 보유한 KB차차차에서는 고객님께서 찾으시는 바로 그 차, 찾을 확률 업! 이 많은 매물 언제 다보지? 걱정하지마 nonono ~♬ 보다 편리해진 검색기능으로 원하는 차량만 쏙쏙 골라보실 수 있을 뿐 아니라 간단한 조건만 입력해주시면 딜러가 직접 믿을 수 있는 매물로 추천드리는 구해줘차차차 서비스도 이용하실 수 있으니 안심하고 편리하게 중고차 구매해보세요!",kr.co.kbc.cha.android
Android,Kwangyeon Park,5,,내차팔기 할때 빠르게 견적이 접수되어 한눈에 보기 쉬웠습니다,2025-06-27 16:01:45,0.0,"안녕하세요 고객님, KB차차차입니다. 차차차는 고객님들에게 최적의 사용성과 편리함을 제공하기 위해 노력하고 있습니다.
복잡한 어플은 이제 그만! 차차차 홈화면에서 간편하게 차량 검색, 내차 시세 조회, 내차 관리 등 차차차에서만 만날 수 있는 기능을 최대로 이용해보세요! 감사합니다.",kr.co.kbc.cha.android
Android,옥수수맛콘,5,,간편하게 차에 관한 정보들을 알 수 있어서 좋아요!,2025-06-27 16:01:36,0.0,"안녕하세요 고객님, KB차차차입니다. 차차차는 고객님들에게 최적의 사용성과 편리함을 제공하기 위해 노력하고 있습니다.
복잡한 어플은 이제 그만! 차차차 홈화면에서 간편하게 차량 검색, 내차 시세 조회, 내차 관리 등 차차차에서만 만날 수 있는 기능을 최대로 이용해보세요! 감사합니다.",kr.co.kbc.cha.android
Android,렐더,5,,너무 쾌적한 앱경험이에요 빠르고 직관적이고 너무 좋습니다!!,2025-06-27 16:01:25,0.0,"안녕하세요 고객님, KB차차차입니다. 차차차는 고객님들에게 최적의 사용성과 편리함을 제공하기 위해 노력하고 있습니다.
복잡한 어플은 이제 그만! 차차차 홈화면에서 간편하게 차량 검색, 내차 시세 조회, 내차 관리 등 차차차에서만 만날 수 있는 기능을 최대로 이용해보세요! 감사합니다.",kr.co.kbc.cha.android
Android,crazy boy,1,,서비스탈퇴 들어가면 아무것도 클릭이안되서 탈퇴를 못함 무슨더러운 수작인지...,2025-06-23 18:29:09,1.0,"안녕하세요 고객님, KB차차차입니다. 우선 KB차차차 이용에 불편을 드려 대단히 죄송합니다.
오류가 발생할 경우 KB차차차 대표번호 1670-4777로 연락주시면 최선을 다해 도와드리도록 하겠습니다. 다시 한 번 이용에 불편을 드려 대단히 죄송합니다. 감사합니다.",kr.co.kbc.cha.android
Android,기모찌콘,1,,갤럭시s9 루팅한적이 없는데 실행이 안됨. 얼탱이 없네,2025-06-22 05:05:43,0.0,"안녕하세요 고객님, KB차차차입니다. 우선 KB차차차 이용에 불편을 드려 대단히 죄송합니다.
오류가 발생할 경우 KB차차차 대표번호 1670-4777로 연락주시면 최선을 다해 도와드리도록 하겠습니다. 다시 한 번 이용에 불편을 드려 대단히 죄송합니다. 감사합니다.",kr.co.kbc.cha.android
iOS,채식채식,5,좋은 매물과 재미진 이벤트가 많아요,특정지역에 한정되긴 하지만 흥미로운 매물이 많이 보이고 재미있는 이벤트가 많아요~!!,2025-06-21 21:28:40,,,1112366886
Android,stop stop,1,,잇지도 않은 마이데이터 이미 가입햇다 나오고 탈퇴도 핸폰 번호가 다르다면서 내맘대로 탈퇴도 안됨,2025-06-21 07:02:43,0.0,"안녕하세요 고객님, KB차차차입니다. 우선 KB차차차 이용에 불편을 드려 대단히 죄송합니다. 오류사항은 KB차차차 대표번호 1670-4777로 연락주시면 최선을 다해 도와드리도록 하겠습니다. 감사합니다.",kr.co.kbc.cha.android
Android,김진철,5,,kb인증 중고차라서 조금이라도 더 믿고 비교하게 되는거 같아요. 차에 대해서 해박하지 않아도 쉽게 차량정보도 알 수 있어서 좋아요.,2025-06-20 21:34:04,2.0,"안녕하세요 고객님, KB차차차입니다.
국내 최다 매물을 보유한 KB차차차에서는 편리한 검색기능도 함께 갖추어 원하시는 차량을 보다 쉽고 편리하게 찾아보실 수 있습니다!!
소중한 의견 감사드리고 보다 나은 서비스 제공을 위해 더욱 노력하는 KB차차차 될 것을 약속드립니다. 감사합니다. :)",kr.co.kbc.cha.android
Android,A a010,5,,편리하게 내 차 정보나 다른 중고차 상황을 알 수 있었어요. 매매할때 이용해 보려고 합니다.,2025-06-20 17:36:40,0.0,"안녕하세요 고객님, KB차차차입니다.
국내 최다 매물을 보유한 KB차차차에서는 편리한 검색기능도 함께 갖추어 원하시는 차량을 보다 쉽고 편리하게 찾아보실 수 있습니다!!
소중한 의견 감사드리고 보다 나은 서비스 제공을 위해 더욱 노력하는 KB차차차 될 것을 약속드립니다. 감사합니다. :)",kr.co.kbc.cha.android
Android,김준서,5,,"중고차 매물 쉽지않은데, KB차차차 어플덕에 편하게 이용하고 있네요ㅎ KB라서 믿고 잘 사용하고 있습니다ㅎ 특히, 시세 기능 좋아요!!",2025-06-20 17:21:25,0.0,"안녕하세요 고객님, KB차차차입니다. 중고차 살 때, 이거 하나만 기억하세요. KB차차차! 국내 최다 매물 보유로 고객님 마음에 쏙 드는 차량을 찾을 확률은 업업! 팔아줘/직거래/구해줘/바꿔줘 등 고객님의 안전하고 편리한 중고차 거래생활을 도와드릴 다양한 서비스도 준비 완료! 게다가 이 모든 서비스 무료로 이용해보실 수 있으니 더욱 좋겠죠? 차량에 대한 다양한 정보는 물론 금융서비스까지 원스톱으로 이용하실 수 있으니 중고차 살땐, KB차차차만 기억해주세요! 소중한 의견 감사드리고 앞으로도 KB차차차에 많은 사랑과 관심 부탁드립니다. 감사합니다!",kr.co.kbc.cha.android
Android,호야,5,,첫 중고차 어플인데 사용이 편하고 매물이 많아서 좋았습니다 ^^,2025-06-20 17:19:43,0.0,"안녕하세요 고객님, KB차차차입니다.
국내 최다 매물을 보유한 KB차차차에서는 편리한 검색기능도 함께 갖추어 원하시는 차량을 보다 쉽고 편리하게 찾아보실 수 있습니다!!
소중한 의견 감사드리고 보다 나은 서비스 제공을 위해 더욱 노력하는 KB차차차 될 것을 약속드립니다. 감사합니다. :)",kr.co.kbc.cha.android
Android,갬스,3,,엔카 허위와 성능 사기로 차차차 봤는데 역시나 여기도 성능기록 사기는 많네요,2025-06-20 16:43:11,0.0,"안녕하세요 고객님, KB차차차입니다. 우선 KB차차차 이용에 불편을 드려 대단히 죄송합니다.
남겨주신 리뷰 확인하여 빠르게 확인 및 조치 진행하고 있습니다. 앞으로 고객님의 이용에 불편함이 없도록 지속 모니터링 중이며, 보다 나은 서비스 제공을 위해 노력하겠습니다. 감사합니다.",kr.co.kbc.cha.android
Android,이하나,5,,내차시세나 관심중고차 시세를 잘볼수있어서 편리합니다. 앱구동도 잘되어서 좋아요.,2025-06-20 16:34:02,0.0,"안녕하세요 고객님, KB차차차입니다. 소중한 리뷰 남겨주셔서 감사합니다.
간편하지만 든든함까지 챙기는 KB차차차!
기능은 간편하게~ 서비스는 든든하게~ 언제나 고객님의 입장에서 고민하는 KB차차차입니다 :)
앞으로도 믿고 사용하실 수 있는 유일한 중고차 플랫폼이 될 수 있도록 노력을 아끼지 않겠습니다. 많은 이용 부탁드립니다. 감사합니다!",kr.co.kbc.cha.android
Android,고은희,5,,중고차량 매매 알아보고 있는데 쉬운 인터페이스로 사용이 편리하고 내차시세도 정기적으로 안내를 해주는점이 마음에 들었습니다. 중고차 쉽게 거래할 수있는게 큰장점이네요.,2025-06-20 16:25:09,1.0,"안녕하세요 고객님, KB차차차입니다. 소중한 리뷰 남겨주셔서 감사합니다.
간편하지만 든든함까지 챙기는 KB차차차!
기능은 간편하게~ 서비스는 든든하게~ 언제나 고객님의 입장에서 고민하는 KB차차차입니다 :)
앞으로도 믿고 사용하실 수 있는 유일한 중고차 플랫폼이 될 수 있도록 노력을 아끼지 않겠습니다. 많은 이용 부탁드립니다. 감사합니다!",kr.co.kbc.cha.android
Android,이혜진,5,,비교하기 쉬워서 좋아요.,2025-06-20 16:18:53,0.0,"안녕하세요 고객님, KB차차차입니다.
국내 최다 매물을 보유한 KB차차차에서는 편리한 검색기능도 함께 갖추어 원하시는 차량을 보다 쉽고 편리하게 찾아보실 수 있습니다!!
소중한 의견 감사드리고 보다 나은 서비스 제공을 위해 더욱 노력하는 KB차차차 될 것을 약속드립니다. 감사합니다. :)",kr.co.kbc.cha.android
