platform,author,rating,title,content,date,thumbs_up,developer_reply,app_identifier,ap_version
iOS,랭죠,1,엔카 모든 게시물 삭제로 보이는 현상,엔카 게시물 들어가면 삭제 됐다고 떠요;; 한달 전엔 무한로딩 지금은 삭제… 진심 이건 개발 문제 같은데 …..,2025-07-03 08:17:18,,,404512755,6.2.0
Android,차충현,3,,고급오디오가 옵션에 표시되면 좋겠어요. 특히 준신형을 볼때는 중요한 부분인데,2025-07-02 04:36:36,1.0,,com.encar.encarMobileApp,7.1.8
Android,김광수,5,,내차 시세를 발품팔지 않고 빨리 알고 판단할수있어 좋네요,2025-07-01 09:30:37,0.0,,com.encar.encarMobileApp,7.1.7
Android,김동욱,5,,굿,2025-06-30 09:27:14,0.0,,com.encar.encarMobileApp,7.1.7
Android,구경민,5,,좋아요,2025-06-28 10:14:17,0.0,,com.encar.encarMobileApp,7.1.6
iOS,김김인인,1,모든 게시물이 다 판매되었거나 삭제되었다고 떠요...,계속그럼 ㅠ,2025-06-26 17:14:01,,,404512755,6.1.9
Android,권순범,5,,최고,2025-06-23 12:18:28,0.0,,com.encar.encarMobileApp,7.1.6
Android,박과장,1,,거짓말 싸이트,2025-06-21 13:38:44,0.0,,com.encar.encarMobileApp,7.1.6
Android,E D Seo,5,,좋아요좋아,2025-06-20 12:58:42,0.0,,com.encar.encarMobileApp,7.1.6
Android,이무영,5,,좋아요,2025-06-18 07:38:59,0.0,,com.encar.encarMobileApp,7.1.5
iOS,작다바지,1,무한로딩 해결안됐슈,무한로딩 해결안됐슈,2025-06-18 06:13:42,,,404512755,6.1.7
Android,이광열,5,,굿,2025-06-14 12:52:30,0.0,,com.encar.encarMobileApp,7.0.5
iOS,팩폭가,1,구매문의 채팅,"하루종일 로딩만 하다 보이지도 않아요

답답해 미치겠네요",2025-06-13 20:22:19,,,404512755,6.1.5
iOS,크크킄ㅇㅇ,1,ㅋㅋ딜러경매 ? 의미 없은 앱,딜러 경매로 최고가 받고 판매요청하니 그 금액에는 매입이 힘들다네 ㅋㅋㅋㅋㅋㅋㅋㅋ 지가 입찰 넣고 지가 힘들다네~~,2025-06-08 17:37:02,,,404512755,6.1.4
iOS,ㅈㄷㅅㄱ̑̈,1,앱 접속이 왜 안되죠,제가 웬만하면 리뷰 잘 안 다는데 차량에 관심이 있어서 그 차량을 보려고 하면 자꾸 로딩이 뜨네요 심지어 5분동안 로딩이 뜨더라고요 처음엔 제 휴대폰이 먹통인 줄 알았는데 그것도 아니고요 고객을 위해서라면 이런 것들도 수정을 해줘야 하는 거 아닙니까? 저희가 일일이 앱 삭제하고 또 깔아야 하는 번거로움을 해야 하는 겁니까? 너무 화나고 답답해서 말이 안 나옵니다 고객인 저희가 번거롭게 수고를 하는 것보다 관리자가 더욱 신경 써서 수고를 덜어내는 것이 맞지 않습니까? 이번엔 제가 앱 삭제하고 다시 설치하는 중인데 똑같은 현상이 일어나면 엔카 절대 사용 못할 것 같습니다 오류가 생기면 피드백을 받고 제때 수정 해주셨으면 좋겠습니다,2025-06-08 07:19:11,,,404512755,6.1.4
Android,S샥스핀,1,,엔카 들어가면 국산차 말고는 수입차 매물이 거의 없음 몇개말고는 폴쉐 진짜 거의 없음 벤츠도 거으 없고 망한싸이트,2025-06-04 19:24:24,1.0,"안녕하세요. 엔카닷컴 입니다. 이용에 불편을 드려 죄송합니다. 현재 엔카에는 수입차 5만여대, 그 중 벤츠 1.3만대, 포르쉐 2,300여대가 등록되어 있습니다.
혹시 검색화면 우상단에 '조건기억'이 체크되어 있을 수 있습니다. 체크를 해제하신 후 좌하단에 '초기화' 버튼을 누르신 후 이용 해보시길 권해드립니다. 감사합니다.",com.encar.encarMobileApp,7.1.3
Android,갓팅어,1,,사기 딜러있는 플렛폼 이제 여기도 한물갔구나,2025-06-04 01:57:32,0.0,안녕하세요. 엔카닷컴 입니다. 이용에 불편을 드려 죄송합니다. 어떤 일이 있으셨는지 고객센터(1599-5455)를 통해 말씀해주시면 조속히 문제를 처리하겠습니다. 감사합니다.,com.encar.encarMobileApp,7.0.9
Android,지미집,4,,좋아요,2025-06-02 21:54:29,0.0,,com.encar.encarMobileApp,7.1.3
Android,서문종,3,,좋은가격?,2025-06-01 13:53:45,0.0,,com.encar.encarMobileApp,7.1.3
iOS,고봉익,1,직접팔기 안돼 개고생만 먗일후 앱제거함,사기수준,2025-06-01 09:39:51,,,404512755,6.1.4
Android,김아무개,1,,책임자가 아무도 없음. 개판 상담원도 개판 고객센터도 개판 이러니 안되지!!,2025-05-29 13:41:59,0.0,안녕하세요. 엔카닷컴 입니다. 불편을 겪게 해드려 죄송합니다. 앞으로 더욱 발전하도록 노력하겠습니다.,com.encar.encarMobileApp,
Android,Lauren&Ava cho,5,,"굿, ㅋㅋ이번이 처음사용",2025-05-29 13:22:07,0.0,,com.encar.encarMobileApp,7.1.2
Android,sh,3,,지금 차량이 안보이는데 나만 그런가,2025-05-29 08:49:31,0.0,"안녕하세요. 엔카닷컴 입니다. 잠시 앱 오류가 있었고, 지금은 정상적으로 보실 수 있습니다. 불편을 드려 죄송합니다.",com.encar.encarMobileApp,7.1.2
Android,Railroade r,3,,오늘 오전에 앱들어가서 설정하고 차량들은 다 뜨는데...선택해서 들어가면 이미 판매된차량이라 뜹니다... 혹시나 싶어서 여러대 다 터치해봐도 이러는데...혹시 앱 오류아닌가요? (두번을 삭제하고 재설치했습니다....),2025-05-29 08:08:10,146.0,"안녕하세요. 엔카닷컴 입니다. 잠시 앱 오류가 있었고, 지금은 정상적으로 보실 수 있습니다. 불편을 드려 죄송합니다.",com.encar.encarMobileApp,7.1.2
Android,장성준,1,,어느 차량 검색후 클릭하면 판매됐거나 없는 차량 이라고뜹니다ㅡ.ㅡ확인조치 필요할듯 합니다 폰기종은s24울트라입니다 삭제후다시깔아보고 폰재부팅후 시도해봐도 계속 동일증상이 나오고있습니다,2025-05-29 07:40:14,4.0,"안녕하세요. 엔카닷컴 입니다. 잠시 앱 오류가 있었고, 지금은 정상적으로 보실 수 있습니다. 불편을 드려 죄송합니다.",com.encar.encarMobileApp,7.1.2
Android,연가시,3,,아니 포터 구매할려고 보는데 매물터치하면 버그걸려요....,2025-05-29 07:13:06,0.0,"안녕하세요. 엔카닷컴 입니다. 잠시 앱 오류가 있었고, 지금은 정상적으로 보실 수 있습니다. 불편을 드려 죄송합니다.",com.encar.encarMobileApp,
Android,이훈,5,,여기가 차팔때 가격을 잘 맞추어 줍니다!,2025-05-28 16:55:20,0.0,,com.encar.encarMobileApp,7.1.2
Android,jaewon kim,5,,가장 익숙해서 좋아요 ㅎ,2025-05-27 15:22:40,0.0,,com.encar.encarMobileApp,7.1.2
iOS,뭐임마우어유,1,앱 개발자 확인좀 해라 쫌,차량 검색 하고 누르면 무한 로딩 이다,2025-05-26 08:08:53,,,404512755,6.1.3
Android,장재열,4,,좋아요,2025-05-22 12:52:22,0.0,,com.encar.encarMobileApp,6.9.5
iOS,하:;:,3,허위매물,다 좋은데 뭔 팔지도 않는거 처 올리는 사람들은 뭐임 매물 올려놓고 문의하면 안 팔고 자랑용으로 처 올려뒀다는데 그럼 왜 올려둔지 모르겠음 이런것 좀 제재해두셈,2025-05-20 16:56:13,,,404512755,6.1.2
Android,정영식,1,,누를때마다 업데이트네,2025-05-15 12:47:17,0.0,안녕하세요. 엔카닷컴 입니다. 잦은 업데이트로 불편을 드려 죄송합니다. 소소하지만 중요한 개선과 불편을 드릴 수 있는 오류를 수정하기 위한 것이니 너그러이 이해 부탁드립니다. 감사합니다.,com.encar.encarMobileApp,7.0.6
Android,오석민,5,,높은견적 추천드립니다,2025-05-14 08:40:38,0.0,,com.encar.encarMobileApp,7.0.9
iOS,화담선생님,1,1,"먹통좀해결해줘여진짜
거의한달째입니다",2025-05-14 06:20:22,,,404512755,6.1.0
iOS,벨브제브,1,업데이트했는데 첫화면 차량안뜨는데 먹통인가요?,아이폰인데 화면 모양만 나오고 글자나 차들이 안뜨네요 검색해도 차량0대라고 뜨네요;,2025-05-13 17:19:57,,,404512755,6.1.0
iOS,멜로파파,3,앱 먹통,"아무것도 동작 안함

로그인 하니 해결되었어요

로그인 전에는 아무 것도 안나왔습니다

별점 수정 1 > 3",2025-05-13 06:49:00,,,404512755,6.1.0
iOS,박드릭,1,쓰라는 건가요 말라는건가요?,지금 몇주째 엔카 접속시 목록 자체가 안뜨는데 다른분들 답글보니 몇몇분들에게 그렇게 나온다는게 말이 되나요..? 다른 앱들은 정상작동 하는데요..?,2025-05-13 06:19:25,,,404512755,6.1.0
Android,최원호,5,,빠른 일처리가 강점입니다,2025-05-12 15:13:12,1.0,,com.encar.encarMobileApp,7.0.8
iOS,스마일 맨,4,엔카 어플,상세조건검색 배기량없네요 아쉼,2025-05-12 03:31:27,,,404512755,6.0.9
Android,마카좋은캠핑,5,,좋음,2025-05-11 23:42:45,0.0,,com.encar.encarMobileApp,6.9.8
iOS,마카오겜,1,어플이 개 쓰레리에요,한달째 먹통인데 오류수정도 안하고 손놓고 있습니다,2025-05-11 12:25:28,,,404512755,6.0.9
iOS,싹스 프리덤,1,왜 이렇게 검색하기 어렵게??,못쓰겠네 ㅡㅡ;;,2025-05-10 23:00:42,,,404512755,6.0.9
iOS,곤몽,1,업데이트이후,업데이트이후 아무것도 안떠요,2025-05-10 21:39:28,,,404512755,6.0.9
iOS,fey725,1,검색 안됨,"벌써 한달째 차량검색이 안됨.
ㅡㅡ 
관리자는 퇴사 했나요??",2025-05-08 18:04:17,,,404512755,6.0.9
iOS,ㅇㅋㅌㄹㄱㄴ,1,앱먹통,"앱 들어가면 차량 상세조건도 안뜨고
검색을해도 아무것도 안뜹니다
5월 연휴부터 계속 안되는데 리뷰 답변보고 답답해서 씁니다",2025-05-07 18:40:12,,,404512755,6.0.9
Android,박수경,1,,머 맨날 업데이트하노,2025-05-04 15:37:22,0.0,"안녕하세요. 엔카닷컴 입니다.
잦은 업데이트로 불편을 드려 죄송합니다. 소소하지만 중요한 개선과 불편을 드릴 수 있는 오류를 수정하기 위한 것이니 너그러이 이해 부탁드립니다.
감사합니다.",com.encar.encarMobileApp,7.0.1
iOS,사하구김불꽃,1,Sk계열이라그런가,전국민해킹에이어 앱은완전먹통3일째인데 연휴라 개발자는 휴가간듯하네,2025-05-02 04:35:33,,,404512755,6.0.9
Android,이유리,5,,멋진 차량 구경도하고~둘러 보기도 좋네요~,2025-05-02 00:00:05,0.0,,com.encar.encarMobileApp,7.0.2
Android,엄태,1,,업데이트좀 그만해라 뭔 엔카쓰면서 채팅앱을 사용한다고 채팅업데이트를 강제로시키냐,2025-05-01 00:53:17,0.0,"안녕하세요. 엔카닷컴 입니다. 잦은 업데이트로 불편을 드려 죄송합니다.
채팅을 통한 구매문의가 원활하게 이뤄질 수 있도록 하는 업데이트이니 불편하시더라도 너그러이 이해 부탁드리겠습니다.
감사합니다.",com.encar.encarMobileApp,6.9.5
Android,문정곤,3,,부대 비용 포함돼서 총 가격이 설정되면 좋겠습니다 각 상사 마다 서비스의 품질 자원이 다르므로 부대 비용을 정확하게 명시하면서 궁금증을 조금이라도 완화시켰으면 좋겠습니다,2025-04-30 22:59:29,1.0,"안녕하세요. 엔카닷컴 입니다.
부대비용 때문에 불편을 겪으셨군요. 지역, 단지, 상사마다 수수료가 조금씩 상이하여 공식적으로 표기하지 못하고 있습니다.
개선 할 수 있도록 노력하겠습니다. 감사합니다.",com.encar.encarMobileApp,7.0.8
Android,김정관,3,,원래 엔카를 사이트로 자주 접해서 편의성은 좋은데 자주 터치가 안먹히고 제멋대로 움직임,2025-04-27 00:59:37,3.0,,com.encar.encarMobileApp,7.0.7
Android,이명순,5,,차 잘팔아주셔서감사합니다^^,2025-04-26 15:02:07,0.0,,com.encar.encarMobileApp,7.0.7
Android,서원,5,,재밌음,2025-04-24 23:33:08,0.0,,com.encar.encarMobileApp,7.0.5
Android,Jeungsoo Han,5,,중고차 딜러 시기꾼들이 많아짐. 예전에는 직거래가 많았는데 사기꾼딜러조심,2025-04-23 11:54:30,0.0,,com.encar.encarMobileApp,7.0.7
Android,고창석,5,,대한민국 표준!,2025-04-23 10:48:48,0.0,,com.encar.encarMobileApp,7.0.5
Android,진청,3,,부가비용은 설명을 안해 놨어요. 싼이유가 있음.,2025-04-22 23:55:49,0.0,"안녕하세요. 엔카닷컴 입니다. 이용에 불편을 드려 죄송합니다. 부가 비용은 '총비용 계산기'에서 안내하고 있습니다.
엔카믿고 차량의 경우 모든 부가비용이 표기되어있으나, 일반 차량의 매도비, 알선수수료는 지역, 단지, 상사마다 상이하여 유의 사항에만 표기하고 있습니다. 너른 마음으로 이해 부탁드립니다. 감사합니다.",com.encar.encarMobileApp,7.0.7
Android,센스쟁이비우다,5,,pc에서 사진보기가 불편해요 간단하게 만들었음... 다른것도 가리고~ 불편해요,2025-04-22 11:37:14,1.0,"안녕하세요, 센스쟁이비우다 고객님. 엔카입니다.
고객님의 좋은 평가와 평점에 감사드리며 지속해서 관심을 가지고 이용해 주셔서 감사합니다.
이용에 불편이 없도록 고객님의 소리에 언제나 귀 기울여 발전하는 엔카가 되겠습니다.
요청주신 내용은 담당자에게 전달하여 향후 개선에 참고 할 수 있도록 하겠습니다.
* 대표전화 : 1599-5455

※앱 사용 중 문의사항 및 불편사항은 대표전화 1599-5455 또는 어플 내[앱 불편 신고]를 통해 접수해주시면 빠른 처리가 가능합니다.※",com.encar.encarMobileApp,7.0.7
Android,Hoon,5,,고객을 위한 최고의 앱,2025-04-22 09:49:09,0.0,,com.encar.encarMobileApp,7.0.7
Android,재천배,5,,👍,2025-04-22 09:14:35,0.0,,com.encar.encarMobileApp,
Android,허재,2,,내용이 없고 다양하지않다,2025-04-22 08:28:39,0.0,,com.encar.encarMobileApp,7.0.7
iOS,₩₩:!₩:₩:,1,업데이트 안됨,당장 사용해야되는데 업데이트 안되어 사용 불가,2025-04-21 15:23:37,,,404512755,6.0.8
iOS,skawkddnd,5,전기차,전기차는 왜 나오지않는거죠????,2025-04-17 19:12:23,,,404512755,6.0.8
iOS,k랄뽕,1,관리 끝판왕 ㅎㅎ,"이틀에 한번 꼴로 로그인 튕겨져 있음
관리부서 직원들 일 안하시나요?",2025-04-17 16:37:48,,,404512755,6.0.8
Android,김동균,5,,옵션에서 안전옵션라인업에 차동기어잠금장치도 추가해주셨으면 감사하겠습니다.,2025-04-16 21:17:21,1.0,,com.encar.encarMobileApp,7.0.6
Android,김필동,1,,아 이거깔고 바로보고 나중에 다시들어오면 자량 을 선댁이 안됌 깔고 보고난다음 종료후 디시들어와서 보면 그자 없음 관리 홈 제래로합시다 이게 이렇게된지가 2년가까이됐음 지웠다가 다심깔연 있음 관리좀 하세요 폰이정지라 ㅠ ㅠ 오늘보니깐 또그러네요 ㅠ 또 지웠다가 새로깔아야되네어제깔고 ㅇㆍ늘 또안되서 지우고새로까는중 영자님들아 좀 수정하소,2025-04-15 13:17:03,1.0,안녕하세요. 엔카닷컴 입니다. 앱 이용에 불편을 드려 죄송합니다. 다만 보내주신 의견은 처음 접한 의견으로 너무 번거로우시겠지만 고객센터 1599-5455로 연락주시어 증상을 말씀해주시면 문제를 해결하는데 큰 도움이 될 것 같습니다. 감사합니다.,com.encar.encarMobileApp,7.0.6
Android,이상훈,5,,신속하고 적절한 입찰에 만족합니다,2025-04-13 17:06:15,3.0,,com.encar.encarMobileApp,7.0.6
Android,minsu kim,5,,잘 쓰고 있는데 제발 차량 검색할 때 케이카처럼 브랜드 복수 선택해서 선택한 브랜드만 모아볼 수 있게 해주세요 지금은 한 브랜드만 선택해서 차량 검색 밖에 안됩니다,2025-04-12 22:31:19,0.0,,com.encar.encarMobileApp,7.0.6
iOS,유병남,5,좋은데요 한번만 봐주세요,패드 사용자를 위한 패드어플도 따로 한번 내주셨으면좋겠어요,2025-04-10 23:13:59,,,404512755,6.0.7
Android,の,1,,차구매확정후엔 보상도잘안해주고 보증수리도 잘안해줍니다 그지같은엔카다신이용안하다,2025-04-09 12:50:38,0.0,,com.encar.encarMobileApp,
Android,CHOI JONGHWAN,5,,타사 대비 견적가가 높아서 좋아요,2025-04-08 12:05:25,0.0,,com.encar.encarMobileApp,7.0.1
iOS,뭐이딴게있는겨,1,팅겨서 못들어감,안켜짐,2025-04-08 06:31:43,,,404512755,6.0.6
Android,이상도,1,,"엔카 믿고 삿는데,, 한달10일만에 교차로에서 차량 멈췃네요 ,,,,,죽다 살앗어요 고객센타 전화하니 성능보증은 다른 업체에서 한다고,,,,어이가없네요 40일만에 1000키로 타고 미션나가는차 팔고 모른체 한다는 자체가 문제가 많은것 아닌가요 다시는 앤카 안삽니다.",2025-03-30 23:32:11,1.0,,com.encar.encarMobileApp,7.0.4
Android,남형석,5,,좋아요,2025-03-30 20:14:31,0.0,,com.encar.encarMobileApp,7.0.4
Android,SPECIALE,5,,"다 좋습니다만 검색 세부사항에 있는 차종 부분에서 세단은 준중형,중형,준대형,대형으로 선택할수 있으나 SUV는 소형 SUV, 중형SUV 이렇게 나뉘어져있지 않아서 불편한점이 없지 않아 있습니다 그래서 이 점 검토부탁드리겠습니다",2025-03-27 18:48:29,5.0,"안녕하세요. 엔카닷컴 입니다. 말씀 주신 것 처럼 SUV는 소,중,대형을 구분하지 않고 있습니다. 더 편리한 검색을 위해 유관 부서에 의견 전달하여 검토할 수 있도록 하겠습니다. 감사합니다.",com.encar.encarMobileApp,7.0.3
Android,KANG강승호,5,,편하게 제값받는거 같아요,2025-03-26 15:36:00,0.0,,com.encar.encarMobileApp,7.0.3
Android,이쉬타르,5,,엔카는 믿고 거래합니다^^,2025-03-24 16:18:13,0.0,,com.encar.encarMobileApp,7.0.2
Android,KIM케이,5,,"중고차 거래할 때 항상 엔카를 이용하는데, 정말 편하고 믿을 수 있어요. 차량 정보도 상세하게 나와 있고, 사진도 많아서 상태를 쉽게 확인할 수 있어요. 특히 엔카 진단 차량은 신뢰도가 높아서 안심하고 볼 수 있네요. 검색 필터도 다양해서 원하는 조건에 맞춰 차를 찾기 편하고, 딜러분들도 친절하게 응대해 주시는 경우가 많아요. 앱도 직관적이라 초보자도 쉽게 사용할 수 있을 것같아요! 앞으로도 중고차 살 때 엔카만 쓸 것 같네요. 강력 추천합니다!",2025-03-23 23:40:57,220.0,,com.encar.encarMobileApp,7.0.2
Android,김카모,5,,엔카 너무 좋아요. 자동로그인도 잘 되고 검색 기능도 정말 마음에 들어요! 🥰,2025-03-21 12:49:51,0.0,,com.encar.encarMobileApp,
Android,로로로라라라,1,,실행할때 뜨는 마케팅 동의 안뜨게 해주면 5점드림 3일 마다 뜨는거 말고 아예 안뜨게 하세요,2025-03-17 21:53:08,1.0,,com.encar.encarMobileApp,7.0.1
Android,Smart Grid,5,,잘 애용하고 있습니다.,2025-03-14 20:52:02,0.0,,com.encar.encarMobileApp,7.0.0
Android,tv겜방,3,,검색시 차량대수가 많았다 적었다 하는건 왜 이럴까요?,2025-03-14 07:32:20,1.0,"안녕하세요. 엔카닷컴 입니다. 차량대수는 실시간으로 변화가 있을 수 있으나, 이상하게 느끼실 정도의 변화를 보신거라면 어떻게 검색하셨을 때 그와 같은 현상이 생기는지 말씀주시면 확인해보도록 하겠습니다. 감사합니다.",com.encar.encarMobileApp,7.0.0
Android,SC Park,2,,차량 판매하려니 사진 등록이 안됩니다. 접근권한 설정 다 풀려 있어도 안되네요.,2025-03-12 21:03:44,2.0,"안녕하세요. 엔카닷컴 입니다. 앱 이용에 불편을드려 죄송합니다.
증상 확인 및 수정 완료되었습니다. 앱을 업데이트하여 이용 부탁드리겠습니다.",com.encar.encarMobileApp,7.0.0
Android,Google 사용자,5,,편합니다~~~,2025-03-12 10:47:46,0.0,,com.encar.encarMobileApp,6.9.5
Android,스몽이,1,,앱 들어가면 화면에 BYD 아토3 사진 나오는데 매우 불쾌 하네요 앱 삭제합니다,2025-03-07 09:48:56,0.0,,com.encar.encarMobileApp,6.9.9
Android,이영린,5,,비교견적이 좋네요,2025-03-04 17:35:16,0.0,,com.encar.encarMobileApp,6.9.8
Android,kilove95 kilove95,1,,어플자체에 에러가 너무 많음,2025-03-04 13:15:40,1.0,,com.encar.encarMobileApp,6.9.8
Android,GON반장,5,,조회선택 옵션에 차량 교환 삼자큰사고 일반외관 사고 고를수있게 해주시면 안될까요,2025-03-01 06:47:38,0.0,,com.encar.encarMobileApp,6.9.8
Android,김용면,4,,최근 업데이트 하고 외국제조사 선택 불가능,2025-02-27 13:22:45,0.0,,com.encar.encarMobileApp,6.9.7
Android,임형욱,1,,아침마다 마이페이지 진단등록 예약 등등 로딩이 안돼요 불편해죽겠음 쓰레기어플아,2025-02-23 08:48:55,0.0,"안녕하세요. 엔카닷컴 입니다. 앱 이용에 불편을드려 죄송합니다.
대표번호 1599-5455로 연락주시면 도와드리도록 하겠습니다.",com.encar.encarMobileApp,6.9.6
Android,홍뚜기,1,,내차사기 할때 제조사 및 모델 중복으로 두개 선택못함 그게 가장 필요한데 계속 업데이트안하네요?,2025-02-17 16:13:28,0.0,안녕하세요. 엔카닷컴입니다. 보내주신 의견은 유관팀으로 전달하도록 하겠습니다. 불편을 드려 죄송합니다.,com.encar.encarMobileApp,6.9.5
Android,Sarang Youngjong,4,,"견적 가격은 헤이딜러보다 높게 나왔는데, 실제 점검에서 얼마나 감가를 할지 걱정되긴합니다. 경매진행 빨라서 좋았습니다.",2025-02-11 14:35:01,3.0,,com.encar.encarMobileApp,6.9.3
Android,거긔,2,,광고점 어떻게 해봐요. 두번켜야함,2025-02-08 23:42:15,1.0,,com.encar.encarMobileApp,6.9.2
Android,song Ryu,5,,직관적 구조로 사용하기 편리합니다.,2025-02-06 20:35:31,3.0,안녕하세요. 엔카닷컴 입니다. 앱 이용에 감사드립니다. 더 발전하는 엔카가 되도록 노력하겠습니다.,com.encar.encarMobileApp,6.9.3
Android,유재창,1,,오류가심함...,2025-02-05 14:07:19,0.0,안녕하세요 엔카닷컴 입니다. 이용에 불편을 드려 죄송합니다. 번거로우시겠지만 어떤 오류인지 말씀 남겨주시면 유관부서에 전달하여 개선하도록 노력하겠습니다. 감사합니다.,com.encar.encarMobileApp,6.9.2
Android,이승민,1,,탭에서 가로 모드 좀 출시해주면 안됩니까 ... 갤럭시 탭 쓰는데 가로모드 좀 해주세요 제발,2025-02-03 23:46:32,2.0,안녕하세요. 엔카닷컴 입니다. 가로모드 지원에 대하여 유관팀에 전달하도록 하겠습니다. 감사합니다.,com.encar.encarMobileApp,6.9.2
Android,JI AN SONG,1,,어플켜면 처음 나오는 광고좀 어떻게 해봐라 끄는것도 없고 어플 볼려면 거지같네 광고비 얼마나 빨아 먹을려고 사용자는 생각도 안하냐8,2025-02-01 23:37:43,2.0,,com.encar.encarMobileApp,6.9.2
Android,이철규,5,,좋아요 아주좋아요,2025-01-31 09:58:00,0.0,,com.encar.encarMobileApp,6.9.2
Android,임은규,4,,7인승RV구매할려하는데~ 몇인승조회할건지도 되면 좋겠어요 ~,2025-01-22 19:56:14,0.0,,com.encar.encarMobileApp,6.9.2
Android,상촌놈,5,,리스 렌트(용도)이력도 조건검색 될수있게 해주세요~ 용도이력 있는 차는 거르고 싶어요~,2025-01-22 18:01:55,0.0,,com.encar.encarMobileApp,6.9.2
Android,박찬만,4,,장의차 같은 특수차량 분류가 생겼으면 좋겠습니다~~~!!!,2025-01-22 13:54:01,2.0,,com.encar.encarMobileApp,6.9.2
Android,ROY KANG,5,,인승구분이 있었으면 좋겠습니다.5.6.7.8.9,2025-01-22 10:01:28,0.0,,com.encar.encarMobileApp,6.9.2
Android,Trump Donald,5,,엔카에서 머스탱 5세대 6만8천키로 싸개샀네요 감사합니다 ㅎㅎ,2025-01-15 11:04:07,0.0,좋은 경험에 대한 리뷰 감사합니다.,com.encar.encarMobileApp,6.7.3
Android,한영주,4,,좋은 가격으로 매입하네요,2025-01-09 14:08:15,0.0,좋은 경험에 대한 리뷰 감사합니다.,com.encar.encarMobileApp,6.9.1
Android,혁,1,,보험계산하기 짜증나서 설치후바로삭제,2025-01-06 22:19:43,0.0,안녕하세요. 엔카닷컴 입니다. 이용에 불편을 드려 죄송합니다. 자동차보험의 경우 엔카의 기능이 아닌 보험사로의 연결만 지원하고 있으니 양해 부탁드립니다.,com.encar.encarMobileApp,6.9.0
Android,최세현,1,,역시 중고차 딜러는 못믿겠네요. 살면서 중고차 수십대 사고팔고 했지만 이런 어이없는 경우가 생기는군요. 차량가격 100만 올려있기에 예약금 20걸고 2일후 방문했는데 이것저것 수수료로 약 90만 정도 요구하네요. 100만생각하고 와서 못사겠다 하니 계약금 못준다나? 이거뭐 완전 순식간에 도둑맞은느낌...어쩔수 없이 지불하고 샀는데 200정도 들어갈지 알았으면 절대 계약금 구매의사 1도 없는데 아주 짜증 제대로네요. 이래서 큰회사들이 중고차를 해야됩니다. 그래야 이런 날도둑들 싹다 없어질텐데...,2025-01-04 23:40:50,11.0,,com.encar.encarMobileApp,6.9.0
Android,황규만,5,,카니발,2025-01-03 22:24:23,0.0,,com.encar.encarMobileApp,6.7.8
Android,따복이,5,,ㅐㆍㄴㆍ니ㅏ니ㄴㆍ리러ㅓ닐ㆍ니니ㅣ,2024-12-30 20:31:48,0.0,,com.encar.encarMobileApp,6.7.5
Android,Blue naengmyeon,1,,기능업데이트는없는데 매번 업데이트만 하는어플,2024-12-22 11:08:27,0.0,"안녕하세요. 잦은 업데이트로 불편을 드려 죄송합니다. 작은 부분에서의 개선과 함께 앱이 더 원활하게 접속, 유지되게 하기 위함이니 너른 마음으로 양해 부탁드립니다.",com.encar.encarMobileApp,6.8.3
Android,Yarok Chung,1,,엔카 직원 사칭 사기꾼 조심.자칭 엔카 직원 이라해서 엔카에 알아보니까 관련없는 매매업자.당신 뭐냐고 따지니까 전화수신거부.엔카는 직원사칭 하는 새끼들 신고를 하던가 가만히 있는건 직무유기 아니야?손님이 사기꾼 찾아내면 적어도 전화해서 주의는 줘야하는거 아니요?,2024-12-21 20:33:53,0.0,안녕하세요. 엔카닷컴입니다. 이용에 불편을 드려 죄송합니다. 말씀주신 부분에 대해 확인 후 조치를 취할 수 있는 방법을 고민하도록 하겠습니다. 감사합니다.,com.encar.encarMobileApp,6.8.9
Android,이수미,5,,따봉,2024-12-21 08:38:07,0.0,,com.encar.encarMobileApp,6.8.7
Android,김경록,5,,정직하게,2024-12-19 14:18:54,0.0,,com.encar.encarMobileApp,6.8.8
Android,이동욱,5,,헤이딜러보다 좋네요~,2024-12-18 23:02:29,0.0,,com.encar.encarMobileApp,6.8.8
Android,고동주,5,,유일하게 믿는 엔카 인데 차종별 같은 차종이라도 이상하리 만큼 부천이 금액이 싼거 같은데 금액이 싸면 좋은데 자동차 관련해서 부천은 너무나 이미지가 안좋아서요 어찌 똑같은 차량인데 부천이 너무 금액이 싼 이유를 모르겠습니다 구매하고 싶어도 불안해서 피하게되네요,2024-12-18 22:09:32,2.0,,com.encar.encarMobileApp,
Android,김철,4,,감사해요,2024-12-18 14:51:00,0.0,,com.encar.encarMobileApp,6.8.8
Android,이요한,4,,몇인승인지 같이 나오면 좋겠어요,2024-12-18 01:58:35,0.0,,com.encar.encarMobileApp,6.8.7
Android,게리쿠퍼,1,,누가 프로그램을 수정해 놨는지 패주고 싶고 처음에 화면을 띄웠을때 그냥 바로 검색을 할 수 있게 해줬으면 좋겠고(기안 얼굴 같은거 보기싫음) 고객이 질문을 해도 씹어버리는 판매자는 강제 삭제 시키면 좋겠음.,2024-12-14 12:26:09,13.0,,com.encar.encarMobileApp,6.8.7
